"","App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","countpos","countneut","counteg"
"1389","Bubble Shooter","GAME",4.5,148945,46,"10,000,000+","Free",0,"Everyone","Casual","July 17, 2018","1.20.1","4.0.3 and up",100,5,40
"1390","Clash Royale","GAME",4.6,23136735,97,"100,000,000+","Free",0,"Everyone 10+","Strategy","June 27, 2018","2.3.2","4.1 and up",107,0,58
"1391","Clash of Clans","GAME",4.6,44893888,98,"100,000,000+","Free",0,"Everyone 10+","Strategy","July 15, 2018","10.322.16","4.1 and up",23,0,10
"1392","Farm Heroes Saga","GAME",4.4,7614415,70,"100,000,000+","Free",0,"Everyone","Casual","July 26, 2018","5.1.8","2.3 and up",46,21,43
"1393","Plants vs. Zombies FREE","GAME",4.4,4067651,69,"100,000,000+","Free",0,"Everyone 10+","Strategy","July 6, 2018","2.2.00","4.1 and up",NA,NA,NA
"1394","Word Search","GAME",4.7,295576,3.9,"10,000,000+","Free",0,"Everyone","Word","June 6, 2018","1.1.3","3.0 and up",NA,NA,NA
"1395","Block Puzzle","GAME",4.6,59907,7.8,"5,000,000+","Free",0,"Everyone","Puzzle","March 6, 2018","2.9","2.3 and up",83,0,71
"1396","Super Jim Jump - pixel 3d","GAME",4.5,10460,18,"1,000,000+","Free",0,"Everyone","Arcade","July 11, 2018","2.2.3181","4.0 and up",NA,NA,NA
"1397","Pou","GAME",4.3,10486018,24,"500,000,000+","Free",0,"Everyone","Casual","May 25, 2018","1.4.77","4.0 and up",NA,NA,NA
"1398","Temple Run 2","GAME",4.3,8119151,62,"500,000,000+","Free",0,"Everyone","Action","July 5, 2018","1.49.1","4.0 and up",NA,NA,NA
"1399","Flow Free","GAME",4.3,1295625,11,"100,000,000+","Free",0,"Everyone","Puzzle","April 11, 2018","4.0","4.1 and up",101,4,49
"1400","Wordscapes","GAME",4.8,230849,87,"10,000,000+","Free",0,"Everyone","Word","August 2, 2018","1.0.47","4.1 and up",NA,NA,NA
"1401","My Talking Angela","GAME",4.5,9883367,99,"100,000,000+","Free",0,"Everyone","Casual","July 3, 2018","3.7.2.51","4.1 and up",NA,NA,NA
"1402","Cooking Fever","GAME",4.5,3198176,82,"100,000,000+","Free",0,"Everyone","Arcade","July 12, 2018","2.8.0","4.0.3 and up",55,1,79
"1403","Yes day","GAME",4.5,10055521,94,"100,000,000+","Free",0,"Everyone","Casual","June 28, 2018","1_39_93","4.0.3 and up",NA,NA,NA
"1404","Score! Hero","GAME",4.6,5419676,96,"100,000,000+","Free",0,"Everyone","Sports","June 13, 2018","1.751","4.4 and up",NA,NA,NA
"1405","Zombie Catchers","GAME",4.7,990723,75,"10,000,000+","Free",0,"Everyone","Action","May 24, 2018","1.0.27","4.1 and up",NA,NA,NA
"1406","Jewels Star: OZ adventure","GAME",4.5,21892,14,"1,000,000+","Free",0,"Everyone","Puzzle","December 29, 2017","1.3","4.0 and up",NA,NA,NA
"1407","Granny","GAME",4.5,1138239,59,"50,000,000+","Free",0,"Teen","Arcade","May 29, 2018","1.4.0.1","4.0 and up",19,0,10
"1408","Dream League Soccer 2018","GAME",4.6,9883806,74,"100,000,000+","Free",0,"Everyone","Sports","July 16, 2018","5.064","4.4 and up",2,0,1
"1409","Sweet Fruit Candy","GAME",4.5,197540,29,"10,000,000+","Free",0,"Everyone","Puzzle","July 16, 2018","79.0","4.1 and up",NA,NA,NA
"1410","Fruits Bomb","GAME",4.4,74695,17,"10,000,000+","Free",0,"Everyone","Casual","July 6, 2018","3.3.3179","4.0.3 and up",59,8,12
"1411","Angry Birds Classic","GAME",4.4,5566889,97,"100,000,000+","Free",0,"Everyone","Arcade","May 24, 2018","7.9.3","4.1 and up",124,2,147
"1412","Talking Tom Gold Run","GAME",4.6,2698882,78,"100,000,000+","Free",0,"Everyone","Action","July 31, 2018","2.8.2.59","4.1 and up",NA,NA,NA
"1413","Hill Climb Racing","GAME",4.4,8923818,63,"100,000,000+","Free",0,"Everyone","Racing","July 2, 2018","1.37.2","4.2 and up",31,0,13
"1414","Pixel Art: Color by Number Game","GAME",4.7,1125438,25,"10,000,000+","Free",0,"Everyone","Puzzle","July 17, 2018","3.9.2","4.3 and up",NA,NA,NA
"1415","Shoot Bubble - Fruit Splash","GAME",4.6,29445,29,"5,000,000+","Free",0,"Everyone","Casual","May 11, 2018","14.0","4.0.3 and up",NA,NA,NA
"1416","Rider","GAME",4.5,655145,72,"10,000,000+","Free",0,"Teen","Arcade","July 17, 2017","1.2.1","4.0.3 and up",NA,NA,NA
"1417","Garena Free Fire","GAME",4.5,5476569,53,"100,000,000+","Free",0,"Teen","Action","August 3, 2018","1.21.0","4.0.3 and up",136,5,81
"1418","Subway Surfers","GAME",4.5,27725352,76,"1,000,000,000+","Free",0,"Everyone 10+","Arcade","July 12, 2018","1.90.0","4.1 and up",NA,NA,NA
"1419","Helix Jump","GAME",4.2,1500999,33,"100,000,000+","Free",0,"Everyone","Action","April 9, 2018","1.0.6","4.1 and up",209,6,58
"1420","Crossy Road","GAME",4.5,4230886,60,"100,000,000+","Free",0,"Everyone","Action","August 1, 2018","3.1.0","5.0 and up",67,12,12
"1421","Temple Run 2","GAME",4.3,8119154,62,"500,000,000+","Free",0,"Everyone","Action","July 5, 2018","1.49.1","4.0 and up",NA,NA,NA
"1422","Talking Tom Gold Run","GAME",4.6,2698889,78,"100,000,000+","Free",0,"Everyone","Action","July 31, 2018","2.8.2.59","4.1 and up",NA,NA,NA
"1423","Zombie Catchers","GAME",4.7,990663,75,"10,000,000+","Free",0,"Everyone","Action","May 24, 2018","1.0.27","4.1 and up",NA,NA,NA
"1424","Swamp Attack","GAME",4.4,2119218,70,"50,000,000+","Free",0,"Everyone 10+","Action","June 29, 2018","3.0.1","4.1 and up",NA,NA,NA
"1425","Earn to Die 2","GAME",4.6,1327265,99,"50,000,000+","Free",0,"Teen","Racing","April 12, 2017","1.3","2.3.3 and up",NA,NA,NA
"1426","Miraculous Ladybug & Cat Noir - The Official Game","GAME",4.5,184210,99,"10,000,000+","Free",0,"Everyone","Action","July 30, 2018","1.0.6","4.4 and up",NA,NA,NA
"1427","Hungry Shark World","GAME",4.5,1242855,27,"50,000,000+","Free",0,"Teen","Action","July 18, 2018","3.0.0","4.2 and up",NA,NA,NA
"1428","Dude Perfect 2","GAME",4.5,401425,70,"10,000,000+","Free",0,"Everyone","Action","April 12, 2017","1.6.1","4.0.3 and up",57,5,22
"1429","Shadow Fight 2","GAME",4.6,10979062,88,"100,000,000+","Free",0,"Everyone 10+","Action","July 2, 2018","1.9.38","3.0 and up",NA,NA,NA
"1430","Alto's Adventure","GAME",4.6,515657,63,"10,000,000+","Free",0,"Everyone","Action","June 5, 2018","1.7.1","4.0 and up",103,0,72
"1431","DEER HUNTER 2018","GAME",4.3,955656,82,"10,000,000+","Free",0,"Teen","Action","June 26, 2018","5.1.2","3.0 and up",0,0,3
"1432","DRAGON BALL LEGENDS","GAME",4.6,337913,48,"5,000,000+","Free",0,"Teen","Action","August 3, 2018","1.11.0","6.0 and up",127,1,39
"1433","Cover Fire: offline shooting games for free","GAME",4.7,725897,31,"10,000,000+","Free",0,"Teen","Action","August 3, 2018","1.8.20","4.1 and up",NA,NA,NA
"1434","Anger of stick 5 : zombie","GAME",4.5,549039,23,"50,000,000+","Free",0,"Teen","Action","August 3, 2018","1.1.5","2.3 and up",2,0,1
"1435","Soul Knight","GAME",4.7,292164,59,"10,000,000+","Free",0,"Everyone 10+","Action","August 1, 2018","1.8.4","4.1 and up",NA,NA,NA
"1436","Major Mayhem","GAME",4.6,520962,39,"10,000,000+","Free",0,"Teen","Action","June 28, 2017","108","4.0 and up",NA,NA,NA
"1437","DINO HUNTER: DEADLY SHORES","GAME",4.4,1381820,54,"10,000,000+","Free",0,"Teen","Action","March 14, 2017","3.1.1","3.0 and up",52,2,38
"1438","Strawberry Shortcake BerryRush","GAME",4.3,525517,48,"10,000,000+","Free",0,"Everyone","Action;Action & Adventure","October 15, 2017","1.2.3","2.3 and up",NA,NA,NA
"1439","Power Rangers Dino Charge","GAME",4.3,194969,30,"10,000,000+","Free",0,"Everyone 10+","Action","January 29, 2018","1.4.0","4.1 and up",NA,NA,NA
"1440","Zombie Hunter: Post Apocalypse Survival Games","GAME",4.4,327599,66,"10,000,000+","Free",0,"Teen","Action","July 28, 2017","2.4.2","2.3.3 and up",NA,NA,NA
"1441","Agar.io","GAME",4.2,3816799,32,"100,000,000+","Free",0,"Everyone","Action","July 23, 2018","2.2.8","4.0.3 and up",60,10,66
"1442","Zombie Hunter King","GAME",4.3,10538,50,"1,000,000+","Free",0,"Mature 17+","Action","August 1, 2018","1.0.8","2.3 and up",NA,NA,NA
"1443","Garena Free Fire","GAME",4.5,5476569,53,"100,000,000+","Free",0,"Teen","Action","August 3, 2018","1.21.0","4.0.3 and up",136,5,81
"1444","Battlelands Royale","GAME",4.4,105620,61,"1,000,000+","Free",0,"Everyone 10+","Action","July 16, 2018","0.5.8","4.1 and up",53,2,34
"1445","Once Upon a Tower","GAME",4.7,37139,49,"1,000,000+","Free",0,"Everyone 10+","Action","January 24, 2018","8","4.1 and up",NA,NA,NA
"1446","TEKKEN™","GAME",4.2,147791,38,"5,000,000+","Free",0,"Teen","Action","July 26, 2018","1.3","5.0 and up",NA,NA,NA
"1447","diep.io","GAME",4.1,347883,20,"10,000,000+","Free",0,"Everyone","Action","March 16, 2018","1.2.7","4.0.3 and up",NA,NA,NA
"1448","Dragon Hills","GAME",4.5,354373,66,"10,000,000+","Free",0,"Everyone 10+","Action","October 12, 2017","1.2.7","4.1 and up",10,0,5
"1449","Bus Rush: Subway Edition","GAME",4.1,753043,57,"100,000,000+","Free",0,"Teen","Action","August 1, 2018","1.15.2","4.0.3 and up",NA,NA,NA
"1450","DC Super Hero Girls™","GAME",4.3,43055,95,"5,000,000+","Free",0,"Everyone","Action;Action & Adventure","June 29, 2018","2.8.0","4.0 and up",NA,NA,NA
"1451","Runner 3d like","GAME",4.5,559,32,"100,000+","Free",0,"Everyone 10+","Action","August 3, 2018","1.0.7","4.0 and up",NA,NA,NA
"1452","War Robots","GAME",4.6,3073251,33,"50,000,000+","Free",0,"Everyone 10+","Action","July 25, 2018","4.1.1","4.1 and up",NA,NA,NA
"1453","Dinosaur Simulator: Dino World","GAME",4,26649,66,"5,000,000+","Free",0,"Teen","Action","August 5, 2018","1.2","4.2 and up",5,2,6
"1454","GUNSHIP BATTLE: Helicopter 3D","GAME",4.3,2151039,75,"50,000,000+","Free",0,"Teen","Action","August 1, 2018","2.6.61","4.0.3 and up",18,5,11
"1455","Quiz: Logo game","GAME",4.5,306764,29,"10,000,000+","Free",0,"Everyone","Trivia","August 3, 2018","6.2","4.0.3 and up",NA,NA,NA
"1456","Candy Crush Saga","GAME",4.4,22430188,74,"500,000,000+","Free",0,"Everyone","Casual","July 5, 2018","1.129.0.2","4.1 and up",102,12,126
"1457","Plants vs. Zombies FREE","GAME",4.4,4067651,69,"100,000,000+","Free",0,"Everyone 10+","Strategy","July 6, 2018","2.2.00","4.1 and up",NA,NA,NA
"1458","Block Puzzle","GAME",4.6,59907,7.8,"5,000,000+","Free",0,"Everyone","Puzzle","March 6, 2018","2.9","2.3 and up",83,0,71
"1459","Helix Jump","GAME",4.2,1500622,33,"100,000,000+","Free",0,"Everyone","Action","April 9, 2018","1.0.6","4.1 and up",209,6,58
"1460","8 Ball Pool","GAME",4.5,14201604,52,"100,000,000+","Free",0,"Everyone","Sports","July 31, 2018","4.0.0","4.0.3 and up",104,9,106
"1461","Jewels Legend - Match 3 Puzzle","GAME",4.6,280098,50,"10,000,000+","Free",0,"Everyone","Arcade","July 20, 2018","2.11.2","4.0.3 and up",NA,NA,NA
"1462","Bubble Shooter","GAME",4.5,148990,46,"10,000,000+","Free",0,"Everyone","Casual","July 17, 2018","1.20.1","4.0.3 and up",100,5,40
"1463","Solitaire","GAME",4.7,154264,12,"10,000,000+","Free",0,"Everyone","Card","June 8, 2018","Varies with device","Varies with device",NA,NA,NA
"1464","Bubble Shooter Genies","GAME",4.5,26985,41,"5,000,000+","Free",0,"Everyone","Casual","June 4, 2018","1.9.1","4.0.3 and up",6,1,3
"1465","Blossom Blast Saga","GAME",4.5,1125438,63,"10,000,000+","Free",0,"Everyone","Casual","July 5, 2018","57.0.8","4.0.3 and up",17,0,19
"1466","Traffic Racer","GAME",4.5,5387781,53,"100,000,000+","Free",0,"Everyone","Racing","February 27, 2018","2.5","4.1 and up",NA,NA,NA
"1467","Hill Climb Racing","GAME",4.4,8923847,63,"100,000,000+","Free",0,"Everyone","Racing","July 2, 2018","1.37.2","4.2 and up",31,0,13
"1468","Earn to Die 2","GAME",4.6,1327269,99,"50,000,000+","Free",0,"Teen","Racing","April 12, 2017","1.3","2.3.3 and up",NA,NA,NA
"1469","Candy Bomb","GAME",4.4,42145,20,"10,000,000+","Free",0,"Everyone","Casual;Brain Games","July 4, 2018","2.9.3181","4.0.3 and up",62,6,4
"1470","Flow Free","GAME",4.3,1295625,11,"100,000,000+","Free",0,"Everyone","Puzzle","April 11, 2018","4.0","4.1 and up",101,4,49
"1471","Zombie Catchers","GAME",4.7,990796,75,"10,000,000+","Free",0,"Everyone","Action","May 24, 2018","1.0.27","4.1 and up",NA,NA,NA
"1472","Gems or jewels ?","GAME",4.7,171448,13,"10,000,000+","Free",0,"Teen","Puzzle","August 3, 2018","1.0.109","4.0 and up",22,9,8
"1473","Angry Birds Rio","GAME",4.4,2610680,46,"100,000,000+","Free",0,"Everyone","Arcade","July 3, 2018","2.6.9","4.1 and up",15,1,23
"1474","Candy Crush Jelly Saga","GAME",4.3,1300619,78,"50,000,000+","Free",0,"Everyone","Puzzle","July 20, 2018","2.1.10","4.0 and up",21,8,44
"1475","Cut the Rope FULL FREE","GAME",4.4,2123793,49,"100,000,000+","Free",0,"Everyone","Puzzle","July 5, 2018","3.7.2","4.1 and up",14,0,14
"1476","Jewels Star: OZ adventure","GAME",4.5,21892,14,"1,000,000+","Free",0,"Everyone","Puzzle","December 29, 2017","1.3","4.0 and up",NA,NA,NA
"1477","Hungry Shark Evolution","GAME",4.5,6074627,100,"100,000,000+","Free",0,"Teen","Arcade","July 25, 2018","6.0.0","4.1 and up",NA,NA,NA
"1478","Angry Birds Classic","GAME",4.4,5566908,97,"100,000,000+","Free",0,"Everyone","Arcade","May 24, 2018","7.9.3","4.1 and up",124,2,147
"1479","Jewels classic Prince","GAME",4.4,47644,15,"5,000,000+","Free",0,"Everyone","Puzzle","June 15, 2018","2.4.2","4.0 and up",NA,NA,NA
"1480","Fruit Block - Puzzle Legend","GAME",4.6,125647,33,"10,000,000+","Free",0,"Everyone","Casual","July 23, 2018","60","4.1 and up",0,0,1
"1481","Swamp Attack","GAME",4.4,2119235,70,"50,000,000+","Free",0,"Everyone 10+","Action","June 29, 2018","3.0.1","4.1 and up",NA,NA,NA
"1482","1LINE – One Line with One Touch","GAME",4.6,214878,10,"10,000,000+","Free",0,"Everyone","Board","August 3, 2018","2.0.4","4.1 and up",NA,NA,NA
"1483","Stick War: Legacy","GAME",4.6,811040,77,"10,000,000+","Free",0,"Teen","Strategy","May 10, 2018","1.7.04","4.4 and up",NA,NA,NA
"1484","Block Puzzle Classic Legend !","GAME",4.2,17044,4.9,"5,000,000+","Free",0,"Everyone","Puzzle","April 13, 2018","2.9","2.3.3 and up",46,4,22
"1485","Pixel Art: Color by Number Game","GAME",4.7,1125566,25,"10,000,000+","Free",0,"Everyone","Puzzle","July 17, 2018","3.9.2","4.3 and up",NA,NA,NA
"1486","Score! Hero","GAME",4.6,5419676,96,"100,000,000+","Free",0,"Everyone","Sports","June 13, 2018","1.751","4.4 and up",NA,NA,NA
"1487","Super Jabber Jump 3","GAME",4.3,34494,23,"5,000,000+","Free",0,"Everyone 10+","Arcade","July 11, 2018","2.5.3182","2.3 and up",NA,NA,NA
"1488","Rush","GAME",4.6,260651,51,"10,000,000+","Free",0,"Everyone","Arcade","February 14, 2018","1.1","4.0 and up",NA,NA,NA
"1489","Jetpack Joyride","GAME",4.4,4638163,96,"100,000,000+","Free",0,"Everyone 10+","Arcade","July 19, 2018","1.10.12","4.1 and up",NA,NA,NA
"1490","Farm Heroes Saga","GAME",4.4,7614407,70,"100,000,000+","Free",0,"Everyone","Casual","July 26, 2018","5.1.8","2.3 and up",46,21,43
"1491","Racing in Car 2","GAME",4.3,234110,38,"50,000,000+","Free",0,"Everyone","Racing","November 22, 2016","1.0","2.3.3 and up",NA,NA,NA
"1492","Dog Run - Pet Dog Simulator","GAME",4.7,48615,24,"10,000,000+","Free",0,"Everyone","Simulation;Action & Adventure","May 22, 2018","1.4.12","4.1 and up",56,4,13
"1493","Candy Bomb","FAMILY",4.4,42145,20,"10,000,000+","Free",0,"Everyone","Casual;Brain Games","July 4, 2018","2.9.3181","4.0.3 and up",62,6,4
"1494","ROBLOX","FAMILY",4.5,4449910,67,"100,000,000+","Free",0,"Everyone 10+","Adventure;Action & Adventure","July 31, 2018","2.347.225742","4.1 and up",NA,NA,NA
"1495","Jewels Crush- Match 3 Puzzle","FAMILY",4.4,14774,19,"1,000,000+","Free",0,"Everyone","Casual;Brain Games","July 23, 2018","1.9.3901","4.0.3 and up",NA,NA,NA
"1496","Coloring & Learn","FAMILY",4.4,12753,51,"5,000,000+","Free",0,"Everyone","Educational;Creativity","July 17, 2018","1.49","4.0.3 and up",31,4,3
"1497","Mahjong","FAMILY",4.5,33983,22,"5,000,000+","Free",0,"Everyone","Puzzle;Brain Games","August 2, 2018","1.24.3181","4.0.3 and up",NA,NA,NA
"1498","Super ABC! Learning games for kids! Preschool apps","FAMILY",4.6,20267,46,"1,000,000+","Free",0,"Everyone","Educational;Education","July 16, 2018","1.1.6.7","4.1 and up",NA,NA,NA
"1499","Toy Pop Cubes","FAMILY",4.5,5761,21,"1,000,000+","Free",0,"Everyone","Casual;Brain Games","July 4, 2018","1.8.3181","4.0.3 and up",NA,NA,NA
"1500","Educational Games 4 Kids","FAMILY",4.3,11618,39,"5,000,000+","Free",0,"Everyone","Educational;Education","April 3, 2018","2.4","4.1 and up",26,3,9
"1501","Candy Pop Story","FAMILY",4.7,12948,23,"1,000,000+","Free",0,"Everyone","Casual;Brain Games","May 24, 2018","2.0.3165","2.3 and up",22,5,13
"1502","Solitaire","FAMILY",4.4,685,26,"100,000+","Free",0,"Everyone","Card;Brain Games","July 16, 2018","1.7.101","4.1 and up",NA,NA,NA
"1503","Princess Coloring Book","FAMILY",4.5,9779,39,"5,000,000+","Free",0,"Everyone","Education;Creativity","February 25, 2018","1.2.8","4.0 and up",NA,NA,NA
"1504","Hello Kitty Nail Salon","FAMILY",4.2,369378,24,"50,000,000+","Free",0,"Everyone","Casual;Pretend Play","April 17, 2018","1.5","4.1 and up",38,0,27
"1505","Candy Smash","FAMILY",4.5,11436,15,"1,000,000+","Free",0,"Everyone","Casual;Brain Games","April 17, 2018","2.2.3169","4.0.3 and up",28,4,8
"1506","Happy Fruits Bomb - Cube Blast","FAMILY",4.5,2150,20,"500,000+","Free",0,"Everyone","Casual;Brain Games","February 1, 2018","1.0.3122","4.0.3 and up",13,5,7
"1507","Dog Run - Pet Dog Simulator","FAMILY",4.7,48615,24,"10,000,000+","Free",0,"Everyone","Simulation;Action & Adventure","May 22, 2018","1.4.12","4.1 and up",56,4,13
"1508","Princess Adventures Puzzles","FAMILY",4.4,382,44,"500,000+","Free",0,"Everyone","Education;Creativity","August 1, 2018","1.1.0","2.3 and up",NA,NA,NA
"1509","Kids Educational Game 3 Free","FAMILY",4.3,24936,38,"5,000,000+","Free",0,"Everyone","Educational;Education","May 16, 2018","3.1","4.1 and up",NA,NA,NA
"1510","Puzzle Kids - Animals Shapes and Jigsaw Puzzles","FAMILY",4.6,1109,52,"1,000,000+","Free",0,"Everyone","Educational;Brain Games","July 18, 2018","1.0.6","4.1 and up",NA,NA,NA
"1511","Coloring book moana","FAMILY",3.9,974,14,"500,000+","Free",0,"Everyone","Art & Design;Pretend Play","January 15, 2018","2.0.0","4.0.3 and up",26,4,14
"1512","Baby Panda Care","FAMILY",4.2,108795,49,"10,000,000+","Free",0,"Everyone","Educational;Pretend Play","June 15, 2018","8.25.10.00","4.0.3 and up",32,8,10
"1513","Kids Educational :All in One","FAMILY",4.5,1455,8.9,"500,000+","Free",0,"Everyone","Education;Education","February 1, 2018","2.7","2.3 and up",NA,NA,NA
"1514","Toca Kitchen 2","FAMILY",4.5,1014822,56,"50,000,000+","Free",0,"Everyone","Educational;Pretend Play","June 29, 2017","1.2.3-play","4.1 and up",NA,NA,NA
"1515","PJ Masks: Moonlight Heroes","FAMILY",4.4,86961,99,"10,000,000+","Free",0,"Everyone","Casual;Action & Adventure","June 5, 2018","2.0.1","4.0.3 and up",NA,NA,NA
"1516","Learn To Draw Glow Flower","FAMILY",4.4,7320,10,"1,000,000+","Free",0,"Everyone","Entertainment;Education","July 7, 2017","1.0.1","4.0.3 and up",NA,NA,NA
"1517","No. Color - Color by Number, Number Coloring","FAMILY",4.8,269194,6.9,"10,000,000+","Free",0,"Everyone","Entertainment;Brain Games","August 3, 2018","Varies with device","Varies with device",NA,NA,NA
"1518","Bubble Shooter","FAMILY",4.4,59843,20,"5,000,000+","Free",0,"Everyone","Puzzle;Brain Games","January 9, 2018","2.3.3122","2.3 and up",100,5,40
"1519","Draw.ly - Color by Number Pixel Art Coloring","FAMILY",4.4,18616,10,"1,000,000+","Free",0,"Everyone","Casual;Education","August 5, 2018","1.0.9","4.0.3 and up",NA,NA,NA
"1520","Baby puzzles","FAMILY",4.3,11950,19,"5,000,000+","Free",0,"Everyone","Educational;Education","July 12, 2018","6.1","4.0.3 and up",16,4,14
"1521","Garden Fruit Legend","FAMILY",4.6,4289,33,"500,000+","Free",0,"Everyone","Casual;Brain Games","July 31, 2018","3.5.3183","4.0.3 and up",29,2,8
"1522","Barbie™ Fashion Closet","FAMILY",4.1,68286,85,"10,000,000+","Free",0,"Everyone","Casual;Creativity","July 30, 2018","1.3.7","4.1 and up",NA,NA,NA
"1523","Candy Day","FAMILY",4.5,11716,48,"1,000,000+","Free",0,"Everyone","Casual;Brain Games","August 3, 2018","8.4.3180","4.0 and up",26,6,6
"1524","Learn To Draw Glow Princess","FAMILY",4.5,3323,9.6,"1,000,000+","Free",0,"Everyone","Casual;Pretend Play","July 14, 2017","1.0.1","4.0.3 and up",NA,NA,NA
"1525","Barbie Magical Fashion","FAMILY",4,328619,15,"10,000,000+","Free",0,"Everyone","Casual;Creativity","October 6, 2017","2.2","4.1 and up",18,0,13
"1526","Piano Kids - Music & Songs","FAMILY",4.6,46741,50,"10,000,000+","Free",0,"Everyone","Music;Music & Video","August 3, 2018","1.73","4.0.3 and up",NA,NA,NA
"1527","Farming Simulator 14","FAMILY",4.5,530854,51,"10,000,000+","Free",0,"Everyone","Simulation;Action & Adventure","July 17, 2017","1.4.4","2.3.3 and up",11,0,6
"1528","Educational Games for Kids","FAMILY",4.5,7050,24,"1,000,000+","Free",0,"Everyone","Educational;Education","May 27, 2018","2.0","4.0 and up",30,4,2
"1529","No.Draw - Colors by Number 2018","FAMILY",4.5,235906,13,"10,000,000+","Free",0,"Everyone","Entertainment;Brain Games","July 29, 2018","1.2.0","4.1 and up",NA,NA,NA
"1530","Fruit Boom","FAMILY",4.4,17753,16,"1,000,000+","Free",0,"Everyone","Casual;Brain Games","May 25, 2018","2.2.3172","4.0.3 and up",NA,NA,NA
"1531","Baby Tiger Care - My Cute Virtual Pet Friend","FAMILY",4.5,432,63,"100,000+","Free",0,"Everyone 10+","Educational;Education","July 27, 2018","1.0.89","4.4 and up",5,4,0
"1532","Strawberry Shortcake Ice Cream Island","FAMILY",4.2,32029,15,"5,000,000+","Free",0,"Everyone","Casual;Pretend Play","November 6, 2017","1.2","4.1 and up",NA,NA,NA
